# production index -> name -> callable -> rule str
274	expr	p_expr_AND_expr	expr -> expr AND expr
275	expr	p_expr_BAND_expr	expr -> expr BAND expr
276	expr	p_NOT_expr	expr -> NOT expr
277	expr	p_BNOT_expr	expr -> BNOT expr
278	bexpr	p_lp_expr_rp	bexpr -> LP expr RP
279	expr	p_cast	expr -> CAST LP numbertype COMMA expr RP
280	bexpr	p_number_expr	bexpr -> NUMBER
281	bexpr	p_expr_PI	bexpr -> PI
282	bexpr	p_expr_string	bexpr -> string
283	string	p_string_func_call	string -> func_call substr
284	string	p_string_func_call_single	string -> func_call LP expr RP
285	string	p_string_str	string -> STRC
286	string	p_string_lprp	string -> string LP RP
287	string	p_string_lp_expr_rp	string -> string LP expr RP
288	string	p_expr_id_substr	string -> ID substr
289	string	p_string_substr	string -> string substr
290	string	p_string_expr_lp	string -> LP expr RP substr
291	substr	p_subind_str	substr -> LP expr TO expr RP
292	substr	p_subind_strTO	substr -> LP TO expr RP
293	substr	p_subind_TOstr	substr -> LP expr TO RP
294	substr	p_subind_TO	substr -> LP TO RP
295	bexpr	p_id_expr	bexpr -> ID
296	bexpr	p_addr_of_id	bexpr -> ADDRESSOF singleid
297	expr	p_expr_bexpr	expr -> bexpr
298	bexpr	p_expr_funccall	bexpr -> func_call
299	func_call	p_idcall_expr	func_call -> ID arg_list
300	statement	p_array_eq_error	statement -> LET ARRAY_ID EQ expr
301	func_call	p_arr_access_expr	func_call -> ARRAY_ID arg_list
302	statement	p_let_arr_substr	statement -> LET ARRAY_ID arg_list substr EQ expr
303	statement	p_let_arr_substr	statement -> ARRAY_ID arg_list substr EQ expr
304	statement	p_let_arr_substr_single	statement -> LET ARRAY_ID arg_list LP expr RP EQ expr
305	statement	p_let_arr_substr_single	statement -> ARRAY_ID arg_list LP expr RP EQ expr
306	statement	p_let_arr_substr_in_args	statement -> LET ARRAY_ID LP arguments TO RP EQ expr
307	statement	p_let_arr_substr_in_args	statement -> ARRAY_ID LP arguments TO RP EQ expr
308	statement	p_let_arr_substr_in_args2	statement -> LET ARRAY_ID LP arguments COMMA TO expr RP EQ expr
309	statement	p_let_arr_substr_in_args2	statement -> ARRAY_ID LP arguments COMMA TO expr RP EQ expr
310	statement	p_let_arr_substr_in_args3	statement -> LET ARRAY_ID LP arguments COMMA TO RP EQ expr
311	statement	p_let_arr_substr_in_args3	statement -> ARRAY_ID LP arguments COMMA TO RP EQ expr
312	statement	p_let_arr_substr_in_args4	statement -> LET ARRAY_ID LP arguments TO expr RP EQ expr
313	statement	p_let_arr_substr_in_args4	statement -> ARRAY_ID LP arguments TO expr RP EQ expr
314	bexpr	p_addr_of_array_element	bexpr -> ADDRESSOF ARRAY_ID arg_list
315	bexpr	p_err_undefined_arr_access	bexpr -> ADDRESSOF ID arg_list
316	bexpr	p_bexpr_func	bexpr -> ID bexpr
317	arg_list	p_arg_list	arg_list -> LP RP
318	arg_list	p_arg_list_arg	arg_list -> LP arguments RP
319	arguments	p_arguments	arguments -> argument
320	arguments	p_arguments_argument	arguments -> arguments COMMA argument
321	argument	p_argument	argument -> expr
322	argument	p_named_argument	argument -> ID WEQ expr
323	argument	p_argument_array	argument -> ARRAY_ID
324	function_declaration	p_funcdecl	function_declaration -> function_header function_body
325	function_declaration	p_funcdeclforward	function_declaration -> DECLARE function_header_pre
326	function_header	p_function_header	function_header -> function_header_pre CO
327	function_header	p_function_header	function_header -> function_header_pre NEWLINE
328	function_header	p_function_header_error	function_header -> function_def error CO
329	function_header	p_function_header_error	function_header -> function_def error NEWLINE
330	function_header_pre	p_function_header_pre	function_header_pre -> function_def param_decl typedef
331	function_declaration	p_function_error	function_declaration -> function_header program_co END error
332	function_def	p_function_def	function_def -> FUNCTION convention ID
333	function_def	p_function_def	function_def -> SUB convention ID
334	convention	p_convention	convention -> <empty>
335	convention	p_convention	convention -> STDCALL
336	convention	p_convention2	convention -> FASTCALL
337	param_decl	p_param_decl_none	param_decl -> <empty>
338	param_decl	p_param_decl_none	param_decl -> LP RP
339	param_decl	p_param_decl	param_decl -> LP param_decl_list RP
340	param_decl	p_param_decl_errpr	param_decl -> LP error RP
341	param_decl_list	p_param_decl_list	param_decl_list -> param_definition
342	param_decl_list	p_param_decl_list2	param_decl_list -> param_decl_list COMMA param_definition
343	param_definition	p_param_byref_definition	param_definition -> BYREF param_def
344	param_definition	p_param_byval_definition	param_definition -> BYVAL param_def
345	param_definition	p_param_definition	param_definition -> param_def
346	param_def	p_param_def_array	param_def -> singleid LP RP typedef
347	param_def	p_param_def_type	param_def -> singleid typedef default_arg_value
348	default_arg_value	p_param_def_default_arg_value	default_arg_value -> <empty>
349	default_arg_value	p_param_def_default_arg_value	default_arg_value -> EQ expr
350	function_body	p_function_body	function_body -> program_co END FUNCTION
351	function_body	p_function_body	function_body -> program_co END SUB
352	function_body	p_function_body	function_body -> statements_co END FUNCTION
353	function_body	p_function_body	function_body -> statements_co END SUB
354	function_body	p_function_body	function_body -> co_statements_co END FUNCTION
355	function_body	p_function_body	function_body -> co_statements_co END SUB
356	function_body	p_function_body	function_body -> END FUNCTION
357	function_body	p_function_body	function_body -> END SUB
358	typedef	p_type_def_empty	typedef -> <empty>
359	typedef	p_type_def	typedef -> AS type
360	type	p_type	type -> BYTE
361	type	p_type	type -> UBYTE
362	type	p_type	type -> INTEGER
363	type	p_type	type -> UINTEGER
364	type	p_type	type -> LONG
365	type	p_type	type -> ULONG
366	type	p_type	type -> FIXED
367	type	p_type	type -> FLOAT
368	type	p_type	type -> STRING
369	preproc_line	p_preproc_line_init	preproc_line -> _INIT ID
370	preproc_line	p_preproc_line_require	preproc_line -> _REQUIRE STRING
371	preproc_line	p_preproc_line_pragma_option	preproc_line -> _PRAGMA ID EQ ID
372	preproc_line	p_preproc_line_pragma_option	preproc_line -> _PRAGMA ID EQ STRING
373	preproc_line	p_preproc_line_pragma_option	preproc_line -> _PRAGMA ID EQ INTEGER
374	preproc_line	p_preproc_pragma_push	preproc_line -> _PRAGMA _PUSH LP ID RP
375	preproc_line	p_preproc_pragma_pop	preproc_line -> _PRAGMA _POP LP ID RP
376	bexpr	p_expr_usr	bexpr -> USR bexpr
377	bexpr	p_expr_rnd	bexpr -> RND
378	bexpr	p_expr_rnd	bexpr -> RND LP RP
379	bexpr	p_expr_peek	bexpr -> PEEK bexpr
380	bexpr	p_expr_peektype_	bexpr -> PEEK LP numbertype COMMA expr RP
381	bexpr	p_expr_in	bexpr -> IN bexpr
382	bexpr	p_expr_lbound	bexpr -> LBOUND LP ARRAY_ID RP
383	bexpr	p_expr_lbound	bexpr -> UBOUND LP ARRAY_ID RP
384	bexpr	p_expr_lbound_expr	bexpr -> LBOUND LP ARRAY_ID COMMA expr RP
385	bexpr	p_expr_lbound_expr	bexpr -> UBOUND LP ARRAY_ID COMMA expr RP
386	bexpr	p_len	bexpr -> LEN bexpr
387	bexpr	p_sizeof	bexpr -> SIZEOF LP type RP
388	bexpr	p_sizeof	bexpr -> SIZEOF LP ID RP
389	bexpr	p_sizeof	bexpr -> SIZEOF LP ARRAY_ID RP
390	string	p_str	string -> STR expr
391	string	p_inkey	string -> INKEY
392	string	p_chr_one	string -> CHR bexpr
393	string	p_chr	string -> CHR arg_list
394	bexpr	p_val	bexpr -> VAL bexpr
395	bexpr	p_code	bexpr -> CODE bexpr
396	bexpr	p_sgn	bexpr -> SGN bexpr
397	bexpr	p_expr_trig	bexpr -> math_fn bexpr
398	math_fn	p_math_fn	math_fn -> SIN
399	math_fn	p_math_fn	math_fn -> COS
400	math_fn	p_math_fn	math_fn -> TAN
401	math_fn	p_math_fn	math_fn -> ASN
402	math_fn	p_math_fn	math_fn -> ACS
403	math_fn	p_math_fn	math_fn -> ATN
404	math_fn	p_math_fn	math_fn -> LN
405	math_fn	p_math_fn	math_fn -> EXP
406	math_fn	p_math_fn	math_fn -> SQR
407	bexpr	p_expr_int	bexpr -> INT bexpr
408	bexpr	p_abs	bexpr -> ABS bexpr
